Timestamp (ms),TNSY_raw,TNSY_value,TNSY_offset
23.934372186660767,68,68,0
23.93637251853943,70,70,0
23.937370777130127,101,101,0
23.93937635421753,357,357,0
23.93937635421753,434,434,0
23.940377473831177,502,502,0
23.9413902759552,468,468,0
23.9413902759552,403,403,0
23.94237494468689,763,763,0
23.943390130996704,988,988,0
23.9443781375885,991,991,0
23.945395469665527,995,995,0
23.946391582489014,985,985,0
23.947378158569336,965,965,0
23.94837498664856,277,277,0
23.949390411376953,76,76,0
23.950393676757812,70,70,0
23.95138669013977,70,70,0
23.96125555038452,71,71,0
23.963290452957153,218,218,0
23.96428942680359,348,348,0
23.96533465385437,454,454,0
23.966283082962036,472,472,0
23.96729278564453,406,406,0
23.968312740325928,539,539,0
23.96928572654724,984,984,0
23.970290660858154,987,987,0
23.971280097961426,989,989,0
23.972287893295288,982,982,0
23.973270177841187,971,971,0
23.974277019500732,530,530,0
23.975305795669556,88,88,0
23.976267337799072,74,74,0
23.977269411087036,70,70,0
23.977269411087036,72,72,0
23.978268146514893,151,151,0
23.97928547859192,309,309,0
23.98126792907715,449,449,0
23.982279539108276,498,498,0
23.983279705047607,427,427,0
23.984336376190186,394,394,0
23.98529553413391,973,973,0
23.986294269561768,987,987,0
23.98730969429016,989,989,0
23.989341020584106,980,980,0
23.990315437316895,974,974,0
23.9913227558136,813,813,0
23.992314338684082,99,99,0
23.993315935134888,65,65,0
23.993315935134888,67,67,0
23.99430799484253,69,69,0
23.99530553817749,120,120,0
23.99633550643921,368,368,0
23.997294187545776,429,429,0
23.998841285705566,508,508,0
23.999858617782593,443,443,0
23.999858617782593,380,380,0
24.00085973739624,963,963,0
24.001856803894043,988,988,0
24.00386905670166,990,990,0
24.004854440689087,992,992,0
24.005862951278687,980,980,0
24.00687527656555,950,950,0
24.00687527656555,96,96,0
24.008860111236572,64,64,0
24.008860111236572,67,67,0
24.01085662841797,68,68,0
24.011894702911377,89,89,0
24.012863874435425,351,351,0
24.013876914978027,433,433,0
24.015860557556152,505,505,0
24.016884803771973,481,481,0
24.01787281036377,407,407,0
24.018878936767578,734,734,0
24.020875930786133,985,985,0
24.02187466621399,987,987,0
24.02387022972107,996,996,0
24.024878978729248,986,986,0
24.025872707366943,964,964,0
24.026888132095337,314,314,0
24.02888798713684,79,79,0
24.0298752784729,72,72,0
24.030858516693115,71,71,0
24.03186535835266,73,73,0
24.032879114151,187,187,0
24.033877849578857,329,329,0
24.03589677810669,446,446,0
24.036898136138916,470,470,0
24.037895679473877,409,409,0
24.03887939453125,512,512,0
24.039860010147095,981,981,0
24.0408775806427,983,983,0
24.041870594024658,995,995,0
24.04287075996399,983,983,0
24.043893098831177,973,973,0
24.044859409332275,563,563,0
24.04585909843445,95,95,0
24.046886920928955,73,73,0
24.047871351242065,68,68,0
24.04989218711853,71,71,0
24.050877571105957,150,150,0
24.051888942718506,312,312,0
24.052860260009766,440,440,0
24.05385732650757,496,496,0
24.054872512817383,428,428,0
24.055861711502075,379,379,0
24.05685806274414,970,970,0
24.057871103286743,987,987,0
24.058857679367065,991,991,0
24.05985689163208,981,981,0
24.060875415802002,972,972,0
24.062870979309082,884,884,0
24.063883781433105,97,97,0
24.064878940582275,65,65,0
24.066888332366943,67,67,0
24.067875146865845,71,71,0
24.06985878944397,118,118,0
24.06985878944397,368,368,0
24.070858240127563,426,426,0
24.072861909866333,498,498,0
24.073859930038452,447,447,0
24.073859930038452,386,386,0
24.074861764907837,942,942,0
24.074861764907837,986,986,0
24.075857639312744,993,993,0
24.0768780708313,994,994,0
24.078885793685913,979,979,0
24.07988166809082,953,953,0
24.080881118774414,97,97,0
24.082887172698975,68,68,0
24.082887172698975,67,67,0
24.083916902542114,73,73,0
24.084919452667236,83,83,0
24.08591938018799,341,341,0
24.086915254592896,433,433,0
24.08792734146118,501,501,0
24.08890700340271,481,481,0
24.089906692504883,409,409,0
24.089906692504883,698,698,0
24.090912103652954,986,986,0
24.090912103652954,987,987,0
24.091904163360596,996,996,0
24.09390616416931,985,985,0
24.094900131225586,968,968,0
24.095900058746338,353,353,0
24.096917867660522,80,80,0
24.09843158721924,71,71,0
24.09843158721924,69,69,0
24.09946084022522,70,70,0
24.100465059280396,173,173,0
24.102455377578735,318,318,0
24.103457927703857,447,447,0
24.10446071624756,477,477,0
24.105443477630615,414,414,0
24.106461763381958,488,488,0
24.10745882987976,982,982,0
24.108463764190674,985,985,0
24.109458208084106,991,991,0
24.11045813560486,987,987,0
24.111466884613037,975,975,0
24.112443923950195,604,604,0
24.113441944122314,97,97,0
24.114458560943604,70,70,0
24.115463256835938,69,69,0
24.116458892822266,71,71,0
24.117461442947388,144,144,0
24.118441581726074,310,310,0
24.119444608688354,443,443,0
24.119444608688354,507,507,0
24.120442152023315,434,434,0
24.12145972251892,375,375,0
24.12244415283203,970,970,0
24.123477935791016,988,988,0
24.12447428703308,992,992,0
24.1254403591156,977,977,0
24.126440286636353,979,979,0
24.127441883087158,928,928,0
24.12844204902649,94,94,0
24.12943983078003,64,64,0
24.130447149276733,69,69,0
24.131441116333008,71,71,0
24.131441116333008,115,115,0
24.1324565410614,371,371,0
24.133464813232422,436,436,0
24.134457111358643,507,507,0
24.134457111358643,459,459,0
24.135443210601807,390,390,0
24.13647770881653,910,910,0
24.138441801071167,985,985,0
24.13944435119629,994,994,0
24.140446662902832,992,992,0
24.140446662902832,980,980,0
24.14144539833069,953,953,0
24.14144539833069,102,102,0
24.142444372177124,68,68,0
24.14345955848694,71,71,0
24.14445972442627,70,70,0
24.145461797714233,74,74,0
24.146461009979248,326,326,0
24.147453546524048,420,420,0
24.14845323562622,492,492,0
24.1494562625885,486,486,0
24.150443077087402,413,413,0
24.151461601257324,668,668,0
24.153472423553467,986,986,0
24.154465198516846,987,987,0
24.155460834503174,994,994,0
24.156461477279663,985,985,0
24.157442569732666,972,972,0
24.15846347808838,397,397,0
24.15846347808838,81,81,0
24.159441232681274,71,71,0
24.160441875457764,68,68,0
24.161468744277954,72,72,0
24.163459062576294,168,168,0
24.16446614265442,302,302,0
24.165470123291016,435,435,0
24.166457176208496,469,469,0
24.167453050613403,406,406,0
24.168455123901367,460,460,0
24.169454097747803,981,981,0
24.170440196990967,983,983,0
24.1714448928833,990,990,0
24.1714448928833,987,987,0
24.172446250915527,976,976,0
24.17344307899475,647,647,0
24.174455642700195,91,91,0
24.175467014312744,71,71,0
24.176461219787598,67,67,0
24.177462100982666,70,70,0
24.1784565448761,137,137,0
24.179461240768433,317,317,0
24.180463314056396,435,435,0
24.181462049484253,504,504,0
24.182461738586426,434,434,0
24.183460474014282,374,374,0
24.184490203857422,970,970,0
24.185486793518066,987,987,0
24.18647313117981,993,993,0
24.187490940093994,988,988,0
24.18848705291748,977,977,0
24.189489603042603,930,930,0
24.190475702285767,98,98,0
24.191489696502686,65,65,0
24.1924889087677,66,66,0
24.19349503517151,68,68,0
24.19349503517151,115,115,0
24.194487810134888,362,362,0
24.195505380630493,431,431,0
24.196494817733765,503,503,0
24.197482347488403,458,458,0
24.199005603790283,394,394,0
24.20004415512085,865,865,0
24.20103669166565,987,987,0
24.20103669166565,995,995,0
24.20303988456726,995,995,0
24.20303988456726,982,982,0
24.20504117012024,961,961,0
24.20504117012024,142,142,0
24.20603609085083,71,71,0
24.207040786743164,70,70,0
24.20803713798523,71,71,0
24.20902371406555,73,73,0
24.20902371406555,295,295,0
24.21002221107483,403,403,0
24.211043119430542,482,482,0
24.212035179138184,481,481,0
24.212035179138184,413,413,0
24.213024854660034,626,626,0
24.214038610458374,984,984,0
24.214038610458374,984,984,0
24.21502447128296,998,998,0
24.216023683547974,987,987,0
24.216023683547974,970,970,0
24.21703004837036,433,433,0
24.21703004837036,86,86,0
24.218024969100952,73,73,0
24.218024969100952,68,68,0
24.219023942947388,68,68,0
24.220027208328247,163,163,0
24.22102451324463,311,311,0
24.2220242023468,443,443,0
24.223060369491577,477,477,0
24.224024057388306,414,414,0
24.225022792816162,439,439,0
24.226041316986084,978,978,0
24.227035760879517,982,982,0
24.228036165237427,993,993,0
24.229036808013916,987,987,0
24.2310209274292,975,975,0
24.23202157020569,690,690,0
24.233020544052124,98,98,0
24.234045267105103,71,71,0
24.23503565788269,68,68,0
24.237032890319824,70,70,0
24.238043308258057,133,133,0
24.238043308258057,341,341,0
24.239023685455322,436,436,0
24.239023685455322,555,555,0
24.240022659301758,413,413,0
24.241053104400635,361,361,0
24.24205493927002,964,964,0
24.243046522140503,988,988,0
24.245038986206055,990,990,0
24.24603533744812,988,988,0
24.24704074859619,977,977,0
24.248037099838257,936,936,0
24.24904203414917,98,98,0
24.250036001205444,63,63,0
24.25103449821472,65,65,0
24.252039194107056,67,67,0
24.253019094467163,109,109,0
24.255020141601562,361,361,0
24.255020141601562,429,429,0
24.256043672561646,506,506,0
24.257021188735962,469,469,0
24.2580349445343,400,400,0
24.259037971496582,826,826,0
24.26003336906433,987,987,0
24.261039972305298,992,992,0
24.262023210525513,998,998,0
24.26306128501892,980,980,0
24.264034748077393,961,961,0
24.265022039413452,194,194,0
24.26604914665222,71,71,0
24.267048835754395,70,70,0
24.268045902252197,69,69,0
24.269020557403564,70,70,0
24.270020484924316,268,268,0
24.27101969718933,387,387,0
24.27202033996582,477,477,0
24.2730233669281,482,482,0
24.274040699005127,414,414,0
24.275041580200195,593,593,0
24.276034116744995,986,986,0
24.27702569961548,983,983,0
24.27802276611328,992,992,0
24.280035495758057,983,983,0
24.281044721603394,971,971,0
24.28202199935913,482,482,0
24.283035278320312,92,92,0
24.284055709838867,72,72,0
24.285054445266724,68,68,0
24.285054445266724,75,75,0
24.286064624786377,159,159,0
24.287087440490723,310,310,0
24.28805160522461,442,442,0
24.28905463218689,488,488,0
24.290052890777588,429,429,0
24.291070222854614,422,422,0
24.292060136795044,973,973,0
24.293070554733276,985,985,0
24.295055389404297,990,990,0
24.296061277389526,983,983,0
24.297062397003174,977,977,0
24.297062397003174,735,735,0
24.299625873565674,94,94,0
24.300604343414307,73,73,0
24.301616668701172,68,68,0
24.302629709243774,69,69,0
24.303629636764526,127,127,0
24.304624319076538,353,353,0
24.30560827255249,432,432,0
24.306623697280884,530,530,0
24.30760645866394,428,428,0
24.30760645866394,372,372,0
24.30860686302185,969,969,0
24.31060242652893,985,985,0
24.311612129211426,989,989,0
24.312614917755127,986,986,0
24.31361699104309,976,976,0
24.314605951309204,945,945,0
24.315603971481323,93,93,0
24.315603971481323,65,65,0
24.316623210906982,66,66,0
24.31861901283264,66,66,0
24.31961679458618,103,103,0
24.320602893829346,353,353,0
24.321609258651733,425,425,0
24.3226101398468,495,495,0
24.323634386062622,467,467,0
